ServiceNo,Direction,StopSequence,Distance,Category,Description,Interchange,Freq_of_Buses_during_Peak_Period,Freq_of_Buses_during_OffPeak_Period
187,1,20,14.9,TRUNK,Blk 306,Does Not Have Interchange,7.0,7.0
187,1,21,15.2,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,7.0,7.0
187,1,22,15.7,TRUNK,Opp Blk 628,Does Not Have Interchange,7.0,7.0
187,1,23,16.2,TRUNK,Blk 225,Does Not Have Interchange,7.0,7.0
187,1,24,16.7,TRUNK,Opp Blk 102,Does Not Have Interchange,7.0,7.0
187,1,25,17.1,TRUNK,Blk 298,Does Not Have Interchange,7.0,7.0
187,1,26,17.5,TRUNK,Blk 266,Does Not Have Interchange,7.0,7.0
187,1,27,17.9,TRUNK,Blk 239,Does Not Have Interchange,7.0,7.0
187,1,28,18.3,TRUNK,Blk 229,Does Not Have Interchange,7.0,7.0
187,1,29,18.8,TRUNK,Parc Oasis,Does Not Have Interchange,7.0,7.0
187,1,30,19.2,TRUNK,Blk 347,Does Not Have Interchange,7.0,7.0
187,1,31,19.7,TRUNK,Opp Jurong Polyclinic,Does Not Have Interchange,7.0,7.0
187,1,32,20.1,TRUNK,Blk 490,Does Not Have Interchange,7.0,7.0
187,1,33,20.5,TRUNK,Blk 463,Does Not Have Interchange,7.0,7.0
187,1,34,20.8,TRUNK,Blk 457,Does Not Have Interchange,7.0,7.0
187,1,35,21.1,TRUNK,Blk 458,Does Not Have Interchange,7.0,7.0
187,1,36,21.5,TRUNK,Opp Blk 515,Does Not Have Interchange,7.0,7.0
187,1,37,21.9,TRUNK,Lakeside Stn,Does Not Have Interchange,7.0,7.0
187,1,38,22.6,TRUNK,Opp Blk 200,Does Not Have Interchange,7.0,7.0
187,1,39,22.9,TRUNK,OPP SUMMERDALE,Does Not Have Interchange,7.0,7.0
187,1,40,24.0,TRUNK,Blk 662D,Does Not Have Interchange,7.0,7.0
187,1,41,24.5,TRUNK,Boon Lay Int,Has Interchange,7.0,7.0
187,2,1,0.0,TRUNK,Boon Lay Int,Has Interchange,6.0,6.0
187,2,2,0.7,TRUNK,Opp Blk 662C,Does Not Have Interchange,6.0,6.0
187,2,3,1.8,TRUNK,SUMMERDALE,Does Not Have Interchange,6.0,6.0
187,2,4,2.0,TRUNK,Blk 200,Does Not Have Interchange,6.0,6.0
187,2,5,2.6,TRUNK,Opp Lakeside Stn,Does Not Have Interchange,6.0,6.0
187,2,6,3.0,TRUNK,Blk 515,Does Not Have Interchange,6.0,6.0
187,2,7,3.4,TRUNK,Blk 501,Does Not Have Interchange,6.0,6.0
187,2,8,3.7,TRUNK,Blk 441,Does Not Have Interchange,6.0,6.0
187,2,9,4.2,TRUNK,Blk 425,Does Not Have Interchange,6.0,6.0
187,2,10,4.4,TRUNK,Blk 422,Does Not Have Interchange,6.0,6.0
187,2,11,4.9,TRUNK,Jurong Polyclinic,Does Not Have Interchange,6.0,6.0
187,2,12,5.3,TRUNK,Blk 316,Does Not Have Interchange,6.0,6.0
187,2,13,5.7,TRUNK,Opp Parc Oasis,Does Not Have Interchange,6.0,6.0
187,2,14,6.1,TRUNK,Blk 252,Does Not Have Interchange,6.0,6.0
187,2,15,6.5,TRUNK,Blk 246,Does Not Have Interchange,6.0,6.0
187,2,16,6.9,TRUNK,Blk 241,Does Not Have Interchange,6.0,6.0
187,2,17,7.4,TRUNK,Blk 190,Does Not Have Interchange,6.0,6.0
187,2,18,7.7,TRUNK,Blk 102,Does Not Have Interchange,6.0,6.0
187,2,19,8.3,TRUNK,Blk 644,Does Not Have Interchange,6.0,6.0
187,2,20,8.8,TRUNK,Blk 628,Does Not Have Interchange,6.0,6.0
187,2,21,9.4,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,6.0,6.0
187,2,22,9.7,TRUNK,Opp Blk 305,Does Not Have Interchange,6.0,6.0
187,2,23,10.0,TRUNK,Opp Blk 315,Does Not Have Interchange,6.0,6.0
187,2,24,10.4,TRUNK,Blk 419,Does Not Have Interchange,6.0,6.0
187,2,25,10.8,TRUNK,Opp Blk 336,Does Not Have Interchange,6.0,6.0
187,2,26,11.1,TRUNK,HomeTeamNS,Does Not Have Interchange,6.0,6.0
187,2,27,11.4,TRUNK,Bt Batok Driving Ctr,Does Not Have Interchange,6.0,6.0
187,2,28,11.9,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,6.0,6.0
187,2,29,12.4,TRUNK,Opp Bt Batok Fire Stn,Does Not Have Interchange,6.0,6.0
187,2,30,12.9,TRUNK,Blk 26,Does Not Have Interchange,6.0,6.0
187,2,31,13.2,TRUNK,Phoenix Stn,Does Not Have Interchange,6.0,6.0
187,2,32,13.8,TRUNK,Blk 604,Does Not Have Interchange,6.0,6.0
187,2,33,14.2,TRUNK,Opp Lompang Rd,Does Not Have Interchange,6.0,6.0
187,2,34,14.7,TRUNK,Zhenghua Pr Sch,Does Not Have Interchange,6.0,6.0
187,2,35,15.4,TRUNK,Blk 270,Does Not Have Interchange,6.0,6.0
187,2,37,22.4,TRUNK,Opp Blk 402,Does Not Have Interchange,6.0,6.0
187,2,38,22.6,TRUNK,Marsiling Stn,Does Not Have Interchange,6.0,6.0
187,2,39,23.0,TRUNK,Blk 173,Does Not Have Interchange,6.0,6.0
187,2,40,23.4,TRUNK,Opp Blk 347,Does Not Have Interchange,6.0,6.0
187,2,41,24.1,TRUNK,W'Lands Temp Int,Has Interchange,6.0,6.0
188,1,1,0.0,TRUNK,Choa Chu Kang Int,Has Interchange,6.0,10.0
188,1,2,0.7,TRUNK,Blk 352,Does Not Have Interchange,6.0,10.0
188,1,3,1.0,TRUNK,Blk 224,Does Not Have Interchange,6.0,10.0
188,1,4,1.4,TRUNK,Blk 239,Does Not Have Interchange,6.0,10.0
188,1,5,1.8,TRUNK,Blk 113,Does Not Have Interchange,6.0,10.0
188,1,6,2.5,TRUNK,Bt Batok Fire Stn,Does Not Have Interchange,6.0,10.0
188,1,7,3.0,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,6.0,10.0
188,1,8,3.4,TRUNK,Opp Bt Batok Driving Ctr,Does Not Have Interchange,6.0,10.0
188,1,9,3.8,TRUNK,Opp HomeTeamNS,Does Not Have Interchange,6.0,10.0
188,1,10,4.1,TRUNK,Blk 334,Does Not Have Interchange,6.0,10.0
188,1,11,4.3,TRUNK,Blk 331,Does Not Have Interchange,6.0,10.0
188,1,12,4.8,TRUNK,Blk 315,Does Not Have Interchange,6.0,10.0
188,1,13,5.1,TRUNK,Blk 306,Does Not Have Interchange,6.0,10.0
188,1,14,5.4,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,6.0,10.0
188,1,15,5.9,TRUNK,Bt Batok Polyclinic,Does Not Have Interchange,6.0,10.0
188,1,16,6.3,TRUNK,Opp Blk 144,Does Not Have Interchange,6.0,10.0
188,1,17,6.7,TRUNK,Blk 109,Does Not Have Interchange,6.0,10.0
188,1,18,7.0,TRUNK,Blk 298,Does Not Have Interchange,6.0,10.0
188,1,19,7.4,TRUNK,Blk 266,Does Not Have Interchange,6.0,10.0
188,1,20,7.6,TRUNK,Opp Blk 288D,Does Not Have Interchange,6.0,10.0
188,1,21,7.9,TRUNK,Blk 284,Does Not Have Interchange,6.0,10.0
188,1,22,8.5,TRUNK,Opp IMM Bldg,Does Not Have Interchange,6.0,10.0
188,1,23,9.1,TRUNK,Opp The Synergy,Does Not Have Interchange,6.0,10.0
188,1,24,9.5,TRUNK,Aft Boon Lay Sub Stn,Does Not Have Interchange,6.0,10.0
188,1,25,9.8,TRUNK,8 @ TRADEHUB 21,Does Not Have Interchange,6.0,10.0
188,1,26,10.4,TRUNK,Aft Toh Tuck Ave,Does Not Have Interchange,6.0,10.0
188,1,27,11.0,TRUNK,Blk 203,Does Not Have Interchange,6.0,10.0
188,1,28,11.4,TRUNK,Opp Regent Pk,Does Not Have Interchange,6.0,10.0
188,1,29,11.9,TRUNK,Blk 431,Does Not Have Interchange,6.0,10.0
188,1,30,12.2,TRUNK,Blk 426,Does Not Have Interchange,6.0,10.0
188,1,31,12.6,TRUNK,Aft Clementi Swim Cplx,Does Not Have Interchange,6.0,10.0
188,1,32,13.2,TRUNK,NUS High Sch,Does Not Have Interchange,6.0,10.0
188,1,33,13.9,TRUNK,NUS Fac Of Engrg,Does Not Have Interchange,6.0,10.0
188,1,34,14.2,TRUNK,NUS Fac Of Architecture,Does Not Have Interchange,6.0,10.0
188,1,35,14.5,TRUNK,Bef Kent Ridge Ter,Does Not Have Interchange,6.0,10.0
188,1,36,15.0,TRUNK,Aft Clementi Rd,Does Not Have Interchange,6.0,10.0
188,1,37,15.3,TRUNK,Bef Pasir Panjang PO,Does Not Have Interchange,6.0,10.0
188,1,38,15.6,TRUNK,Heng Mui Keng Terr,Does Not Have Interchange,6.0,10.0
188,1,39,15.9,TRUNK,Jamiyah Halfway Hse,Does Not Have Interchange,6.0,10.0
188,1,40,16.1,TRUNK,WHITEHAVEN,Does Not Have Interchange,6.0,10.0
188,1,41,16.3,TRUNK,S'pore Science Pk II,Does Not Have Interchange,6.0,10.0
188,1,42,16.6,TRUNK,Gloria Man,Does Not Have Interchange,6.0,10.0
188,1,43,17.1,TRUNK,Haw Par Villa Stn,Does Not Have Interchange,6.0,10.0
188,1,44,17.3,TRUNK,HORIZON RESIDENCES,Does Not Have Interchange,6.0,10.0
188,1,45,17.6,TRUNK,Bef Sth Buona Vista Rd,Does Not Have Interchange,6.0,10.0
188,1,46,17.8,TRUNK,Pasir View Pk,Does Not Have Interchange,6.0,10.0
188,1,47,18.2,TRUNK,Bef Pasir Panjang Stn,Does Not Have Interchange,6.0,10.0
188,1,48,18.5,TRUNK,Opp Currency Hse,Does Not Have Interchange,6.0,10.0
188,1,49,19.0,TRUNK,Harbourside Ind Bldg 2,Does Not Have Interchange,6.0,10.0
188,1,50,19.2,TRUNK,Mapletree Business City,Does Not Have Interchange,6.0,10.0
188,1,51,19.5,TRUNK,Labrador Pk Stn/PSA Bldg,Does Not Have Interchange,6.0,10.0
188,1,52,19.9,TRUNK,Aft Alexandra Rd,Does Not Have Interchange,6.0,10.0
188,1,53,20.2,TRUNK,Yeo's Bldg,Does Not Have Interchange,6.0,10.0
188,1,54,20.6,TRUNK,Opp Telok Blangah Stn,Does Not Have Interchange,6.0,10.0
188,1,55,21.1,TRUNK,Bef Chr Community Chapel,Does Not Have Interchange,6.0,10.0
188,1,56,21.5,TRUNK,Bef Seah Im Rd,Does Not Have Interchange,6.0,10.0
188,1,57,21.9,TRUNK,HarbourFront Int,Has Interchange,6.0,10.0
188,2,1,0.0,TRUNK,HarbourFront Int,Has Interchange,8.0,7.0
188,2,2,0.4,TRUNK,Caribbean at Keppel Bay,Does Not Have Interchange,8.0,7.0
188,2,3,0.9,TRUNK,Opp Chr Community Chapel,Does Not Have Interchange,8.0,7.0
188,2,4,1.3,TRUNK,Telok Blangah Stn,Does Not Have Interchange,8.0,7.0
188,2,5,1.7,TRUNK,Opp Yeo's Bldg,Does Not Have Interchange,8.0,7.0
188,2,6,2.4,TRUNK,Labrador Pk Stn,Does Not Have Interchange,8.0,7.0
188,2,7,2.7,TRUNK,Opp Mapletree Biz City,Does Not Have Interchange,8.0,7.0
188,2,8,2.9,TRUNK,Pasir Panjang Ctr,Does Not Have Interchange,8.0,7.0
188,2,9,3.4,TRUNK,Pasir Panjang Stn/Fc,Does Not Have Interchange,8.0,7.0
188,2,10,3.7,TRUNK,Aft Pasir Panjang Stn,Does Not Have Interchange,8.0,7.0
188,2,11,4.3,TRUNK,Aft Sth Buona Vista Rd,Does Not Have Interchange,8.0,7.0
188,2,12,4.6,TRUNK,Barossa Gdns,Does Not Have Interchange,8.0,7.0
188,2,13,4.9,TRUNK,Opp Haw Par Villa Stn,Does Not Have Interchange,8.0,7.0
188,2,14,5.4,TRUNK,Opp Gloria Man,Does Not Have Interchange,8.0,7.0
188,2,15,5.7,TRUNK,Opp S'pore Science Pk II,Does Not Have Interchange,8.0,7.0
188,2,16,5.9,TRUNK,OPP LUXE VILLE,Does Not Have Interchange,8.0,7.0
188,2,17,6.2,TRUNK,The Crystal Tabernacle Ch,Does Not Have Interchange,8.0,7.0
188,2,18,6.4,TRUNK,Opp Heng Mui Keng Terr,Does Not Have Interchange,8.0,7.0
188,2,19,6.6,TRUNK,Opp Pasir Panjang PO,Does Not Have Interchange,8.0,7.0
188,2,20,6.9,TRUNK,Aft Palm Green Condo,Does Not Have Interchange,8.0,7.0
188,2,21,7.3,TRUNK,Opp Kent Ridge Ter,Does Not Have Interchange,8.0,7.0
188,2,22,7.6,TRUNK,Tentera Diraja Mque,Does Not Have Interchange,8.0,7.0
188,2,23,7.9,TRUNK,The Japanese Pr Sch,Does Not Have Interchange,8.0,7.0
188,2,24,8.5,TRUNK,Blk 610,Does Not Have Interchange,8.0,7.0
188,2,25,9.0,TRUNK,Clementi Flyover,Does Not Have Interchange,8.0,7.0
188,2,26,9.4,TRUNK,Clementi Stadium,Does Not Have Interchange,8.0,7.0
188,2,27,10.3,TRUNK,Regent Pk,Does Not Have Interchange,8.0,7.0
188,2,28,10.7,TRUNK,Nan Hua Pr Sch,Does Not Have Interchange,8.0,7.0
188,2,29,11.3,TRUNK,BEF TOH TUCK AVE,Does Not Have Interchange,8.0,7.0
188,2,30,11.8,TRUNK,OPP 8 @TRADEHUB 21,Does Not Have Interchange,8.0,7.0
188,2,31,12.3,TRUNK,Bef The Synergy,Does Not Have Interchange,8.0,7.0
188,2,32,12.7,TRUNK,The Synergy,Does Not Have Interchange,8.0,7.0
188,2,33,13.3,TRUNK,IMM Bldg,Does Not Have Interchange,8.0,7.0
188,2,34,14.0,TRUNK,Blk 286A,Does Not Have Interchange,8.0,7.0
188,2,35,14.3,TRUNK,Blk 288E,Does Not Have Interchange,8.0,7.0
188,2,36,14.5,TRUNK,Blk 241,Does Not Have Interchange,8.0,7.0
188,2,37,15.0,TRUNK,Blk 190,Does Not Have Interchange,8.0,7.0
188,2,38,15.4,TRUNK,Blk 185,Does Not Have Interchange,8.0,7.0
188,2,39,15.7,TRUNK,Blk 146,Does Not Have Interchange,8.0,7.0
188,2,40,16.1,TRUNK,Opp Blk 127,Does Not Have Interchange,8.0,7.0
188,2,41,16.7,TRUNK,Bef Bt Batok West Ave 5,Does Not Have Interchange,8.0,7.0
188,2,42,17.0,TRUNK,Opp Blk 305,Does Not Have Interchange,8.0,7.0
188,2,43,17.3,TRUNK,Opp Blk 315,Does Not Have Interchange,8.0,7.0
188,2,44,17.7,TRUNK,Blk 419,Does Not Have Interchange,8.0,7.0
188,2,45,18.1,TRUNK,Opp Blk 336,Does Not Have Interchange,8.0,7.0
188,2,46,18.4,TRUNK,HomeTeamNS,Does Not Have Interchange,8.0,7.0
188,2,47,18.7,TRUNK,Bt Batok Driving Ctr,Does Not Have Interchange,8.0,7.0
188,2,48,19.2,TRUNK,Aft Bt Batok West Ave 5,Does Not Have Interchange,8.0,7.0
188,2,49,19.7,TRUNK,Opp Bt Batok Fire Stn,Does Not Have Interchange,8.0,7.0
188,2,50,20.3,TRUNK,Opp Blk 113,Does Not Have Interchange,8.0,7.0
188,2,51,20.7,TRUNK,Opp Blks 237/239,Does Not Have Interchange,8.0,7.0
188,2,52,21.1,TRUNK,Blk 277,Does Not Have Interchange,8.0,7.0
188,2,53,21.4,TRUNK,Blk 414,Does Not Have Interchange,8.0,7.0
188,2,54,22.2,TRUNK,Choa Chu Kang Int,Has Interchange,8.0,7.0
188R,1,1,0.0,EXPRESS,Choa Chu Kang Int,Has Interchange,32.0,28.0
188R,1,2,0.4,EXPRESS,Blk 352,Does Not Have Interchange,32.0,28.0
188R,1,3,0.7,EXPRESS,Blk 224,Does Not Have Interchange,32.0,28.0
188R,1,4,1.1,EXPRESS,Blk 239,Does Not Have Interchange,32.0,28.0
188R,1,5,1.5,EXPRESS,Blk 113,Does Not Have Interchange,32.0,28.0
188R,1,8,3.5,EXPRESS,Opp HomeTeamNS,Does Not Have Interchange,32.0,28.0
188R,1,9,3.8,EXPRESS,Blk 334,Does Not Have Interchange,32.0,28.0
188R,1,10,4.0,EXPRESS,Blk 331,Does Not Have Interchange,32.0,28.0
188R,1,11,4.5,EXPRESS,Blk 315,Does Not Have Interchange,32.0,28.0
188R,1,12,4.8,EXPRESS,Blk 306,Does Not Have Interchange,32.0,28.0
188R,1,13,5.1,EXPRESS,Aft Bt Batok West Ave 5,Does Not Have Interchange,32.0,28.0
188R,1,14,5.6,EXPRESS,Bt Batok Polyclinic,Does Not Have Interchange,32.0,28.0
188R,1,15,6.0,EXPRESS,Opp Blk 144,Does Not Have Interchange,32.0,28.0
188R,1,16,6.4,EXPRESS,Blk 109,Does Not Have Interchange,32.0,28.0
188R,1,17,6.7,EXPRESS,Blk 298,Does Not Have Interchange,32.0,28.0
188R,1,18,7.1,EXPRESS,Blk 266,Does Not Have Interchange,32.0,28.0
188R,1,19,7.3,EXPRESS,Opp Blk 288D,Does Not Have Interchange,32.0,28.0
188R,1,20,7.6,EXPRESS,Blk 284,Does Not Have Interchange,32.0,28.0
188R,1,21,8.2,EXPRESS,Opp IMM Bldg,Does Not Have Interchange,32.0,28.0
188R,1,26,19.5,EXPRESS,Opp Telok Blangah Stn,Does Not Have Interchange,32.0,28.0
188R,1,27,20.9,EXPRESS,Harbourfront Stn Exit A,Does Not Have Interchange,32.0,28.0
188R,1,28,23.4,EXPRESS,Resorts World Sentosa,Does Not Have Interchange,32.0,28.0
188R,2,1,0.0,EXPRESS,Resorts World Sentosa,Does Not Have Interchange,14.0,30.0
188R,2,2,2.3,EXPRESS,Harbourfront Stn Exit B,Does Not Have Interchange,14.0,30.0
188R,2,3,3.6,EXPRESS,Telok Blangah Stn,Does Not Have Interchange,14.0,30.0
188R,2,8,14.9,EXPRESS,IMM Bldg,Does Not Have Interchange,14.0,30.0
188R,2,9,15.6,EXPRESS,Blk 286A,Does Not Have Interchange,14.0,30.0
188R,2,10,15.9,EXPRESS,Blk 288E,Does Not Have Interchange,14.0,30.0
188R,2,11,16.1,EXPRESS,Blk 241,Does Not Have Interchange,14.0,30.0
188R,2,12,16.6,EXPRESS,Blk 190,Does Not Have Interchange,14.0,30.0
188R,2,13,17.0,EXPRESS,Blk 185,Does Not Have Interchange,14.0,30.0
188R,2,14,17.3,EXPRESS,Blk 146,Does Not Have Interchange,14.0,30.0
188R,2,15,17.7,EXPRESS,Opp Blk 127,Does Not Have Interchange,14.0,30.0
188R,2,16,18.3,EXPRESS,Bef Bt Batok West Ave 5,Does Not Have Interchange,14.0,30.0
188R,2,17,18.6,EXPRESS,Opp Blk 305,Does Not Have Interchange,14.0,30.0
188R,2,18,18.9,EXPRESS,Opp Blk 315,Does Not Have Interchange,14.0,30.0
188R,2,19,19.3,EXPRESS,Blk 419,Does Not Have Interchange,14.0,30.0
188R,2,20,19.7,EXPRESS,Opp Blk 336,Does Not Have Interchange,14.0,30.0
188R,2,21,20.0,EXPRESS,HomeTeamNS,Does Not Have Interchange,14.0,30.0
188R,2,24,21.9,EXPRESS,Opp Blk 113,Does Not Have Interchange,14.0,30.0
188R,2,25,22.3,EXPRESS,Opp Blks 237/239,Does Not Have Interchange,14.0,30.0
188R,2,26,22.7,EXPRESS,Blk 277,Does Not Have Interchange,14.0,30.0
188R,2,27,23.0,EXPRESS,Blk 414,Does Not Have Interchange,14.0,30.0
188R,2,28,23.8,EXPRESS,Choa Chu Kang Int,Has Interchange,14.0,30.0
188e,1,1,0.0,EXPRESS,Choa Chu Kang Int,Has Interchange,7.0,0.0
188e,1,2,0.7,EXPRESS,Blk 352,Does Not Have Interchange,7.0,0.0
188e,1,3,1.0,EXPRESS,Blk 224,Does Not Have Interchange,7.0,0.0
188e,1,4,1.4,EXPRESS,Blk 239,Does Not Have Interchange,7.0,0.0
188e,1,5,1.8,EXPRESS,Blk 113,Does Not Have Interchange,7.0,0.0
188e,1,8,3.8,EXPRESS,Opp HomeTeamNS,Does Not Have Interchange,7.0,0.0
188e,1,9,4.1,EXPRESS,Blk 334,Does Not Have Interchange,7.0,0.0
188e,1,10,4.3,EXPRESS,Blk 331,Does Not Have Interchange,7.0,0.0
188e,1,11,4.8,EXPRESS,Blk 315,Does Not Have Interchange,7.0,0.0
188e,1,12,5.1,EXPRESS,Blk 306,Does Not Have Interchange,7.0,0.0
188e,1,13,5.4,EXPRESS,Aft Bt Batok West Ave 5,Does Not Have Interchange,7.0,0.0
188e,1,14,5.9,EXPRESS,Bt Batok Polyclinic,Does Not Have Interchange,7.0,0.0
188e,1,15,6.3,EXPRESS,Opp Blk 144,Does Not Have Interchange,7.0,0.0
188e,1,16,6.7,EXPRESS,Blk 109,Does Not Have Interchange,7.0,0.0
188e,1,17,7.0,EXPRESS,Blk 298,Does Not Have Interchange,7.0,0.0
188e,1,18,7.4,EXPRESS,Blk 266,Does Not Have Interchange,7.0,0.0
188e,1,19,7.6,EXPRESS,Opp Blk 288D,Does Not Have Interchange,7.0,0.0
188e,1,20,7.9,EXPRESS,Blk 284,Does Not Have Interchange,7.0,0.0
188e,1,21,8.5,EXPRESS,Opp IMM Bldg,Does Not Have Interchange,7.0,0.0
188e,1,25,12.0,EXPRESS,Blk 431,Does Not Have Interchange,7.0,0.0
188e,1,27,14.0,EXPRESS,NUS Fac Of Engrg,Does Not Have Interchange,7.0,0.0
188e,1,28,14.3,EXPRESS,NUS Fac Of Architecture,Does Not Have Interchange,7.0,0.0
188e,1,29,14.6,EXPRESS,Bef Kent Ridge Ter,Does Not Have Interchange,7.0,0.0
188e,1,32,18.6,EXPRESS,Opp Currency Hse,Does Not Have Interchange,7.0,0.0
188e,1,33,19.1,EXPRESS,Harbourside Ind Bldg 2,Does Not Have Interchange,7.0,0.0
188e,1,34,19.3,EXPRESS,Mapletree Business City,Does Not Have Interchange,7.0,0.0
188e,1,35,19.6,EXPRESS,Labrador Pk Stn/PSA Bldg,Does Not Have Interchange,7.0,0.0
188e,1,37,22.0,EXPRESS,HarbourFront Int,Has Interchange,7.0,0.0
189,1,1,0.0,TRUNK,Bt Batok Int,Has Interchange,6.0,7.0
189,1,2,0.5,TRUNK,Blk 225,Does Not Have Interchange,6.0,7.0
189,1,3,1.0,TRUNK,Opp Blk 102,Does Not Have Interchange,6.0,7.0
189,1,4,1.4,TRUNK,Opp Bt Batok Swim Cplx,Does Not Have Interchange,6.0,7.0
189,1,5,1.8,TRUNK,Bt View Sec Sch,Does Not Have Interchange,6.0,7.0
189,1,6,2.2,TRUNK,Blk 291E,Does Not Have Interchange,6.0,7.0
189,1,7,2.5,TRUNK,Opp Sbst Bt Batok Depot,Does Not Have Interchange,6.0,7.0
189,1,8,2.9,TRUNK,Opp Midview Bldg,Does Not Have Interchange,6.0,7.0
189,1,9,3.3,TRUNK,Burgundy Hill,Does Not Have Interchange,6.0,7.0
189,1,10,5.4,TRUNK,Opp Logishub @ Clementi,Does Not Have Interchange,6.0,7.0
189,1,11,6.1,TRUNK,Blk 304,Does Not Have Interchange,6.0,7.0
189,1,12,6.4,TRUNK,Blk 317,Does Not Have Interchange,6.0,7.0
189,1,13,6.7,TRUNK,Clementi Stn,Does Not Have Interchange,6.0,7.0
189,1,14,7.3,TRUNK,Opp Blk 460,Does Not Have Interchange,6.0,7.0
189,1,15,8.2,TRUNK,NUS High Sch,Does Not Have Interchange,6.0,7.0
189,1,16,8.7,TRUNK,Opp Nan Hua High Sch,Does Not Have Interchange,6.0,7.0
189,1,17,9.2,TRUNK,Opp Blk 420A,Does Not Have Interchange,6.0,7.0
189,1,18,9.7,TRUNK,Blk 455,Does Not Have Interchange,6.0,7.0
189,1,19,10.1,TRUNK,Clementi Stn,Does Not Have Interchange,6.0,7.0
189,1,20,10.4,TRUNK,Opp Blk 317,Does Not Have Interchange,6.0,7.0
189,1,21,10.8,TRUNK,Blk 201,Does Not Have Interchange,6.0,7.0
189,1,22,11.5,TRUNK,Logishub @ Clementi,Does Not Have Interchange,6.0,7.0
189,1,23,13.2,TRUNK,Opp Burgundy Hill,Does Not Have Interchange,6.0,7.0
189,1,24,13.7,TRUNK,Midview Bldg,Does Not Have Interchange,6.0,7.0
189,1,25,13.9,TRUNK,Sbst Bt Batok Depot,Does Not Have Interchange,6.0,7.0
189,1,26,14.3,TRUNK,Opp Blk 291E,Does Not Have Interchange,6.0,7.0
189,1,27,14.6,TRUNK,Opp Bt View Sec Sch,Does Not Have Interchange,6.0,7.0
189,1,28,15.0,TRUNK,Bt Batok Swim Cplx,Does Not Have Interchange,6.0,7.0
189,1,29,15.4,TRUNK,Blk 102,Does Not Have Interchange,6.0,7.0
189,1,30,16.0,TRUNK,Blk 644,Does Not Have Interchange,6.0,7.0
189,1,31,16.4,TRUNK,Bt Batok Int,Has Interchange,6.0,7.0
189A,1,1,0.0,TRUNK,Bt Batok Int,Has Interchange,3.0,11.0
189A,1,2,0.5,TRUNK,Blk 225,Does Not Have Interchange,3.0,11.0
189A,1,3,1.0,TRUNK,Opp Blk 102,Does Not Have Interchange,3.0,11.0
189A,1,4,1.4,TRUNK,Opp Bt Batok Swim Cplx,Does Not Have Interchange,3.0,11.0
189A,1,5,1.8,TRUNK,Bt View Sec Sch,Does Not Have Interchange,3.0,11.0
189A,1,6,2.2,TRUNK,Blk 291E,Does Not Have Interchange,3.0,11.0
189A,1,7,2.5,TRUNK,Opp Sbst Bt Batok Depot,Does Not Have Interchange,3.0,11.0
189A,1,8,2.9,TRUNK,Opp Midview Bldg,Does Not Have Interchange,3.0,11.0
19,1,1,0.0,TRUNK,Tampines Int,Has Interchange,6.0,7.0
19,1,2,0.5,TRUNK,BLK 401,Does Not Have Interchange,6.0,7.0
19,1,3,0.8,TRUNK,Blk 423,Does Not Have Interchange,6.0,7.0
19,1,4,1.1,TRUNK,Blk 449,Does Not Have Interchange,6.0,7.0
19,1,5,1.4,TRUNK,TAMPINES EAST STN EXIT A,Does Not Have Interchange,6.0,7.0
19,1,6,1.8,TRUNK,Tampines JC/Opp Blk 390,Does Not Have Interchange,6.0,7.0
19,1,7,2.1,TRUNK,Blk 497D,Does Not Have Interchange,6.0,7.0
19,1,8,2.7,TRUNK,Blk 149A,Does Not Have Interchange,6.0,7.0
19,1,9,3.1,TRUNK,Blk 275,Does Not Have Interchange,6.0,7.0
19,1,10,3.5,TRUNK,Aft Pasir Ris Dr 3,Does Not Have Interchange,6.0,7.0
19,1,11,3.8,TRUNK,Opp Loyang Valley,Does Not Have Interchange,6.0,7.0
19,1,12,4.1,TRUNK,Loyang Ind Est,Does Not Have Interchange,6.0,7.0
19,1,13,4.4,TRUNK,Bef Loyang Way,Does Not Have Interchange,6.0,7.0
19,1,14,5.0,TRUNK,Opp Engine Test Facility,Does Not Have Interchange,6.0,7.0
19,1,15,5.4,TRUNK,Loyang Way/Soxal,Does Not Have Interchange,6.0,7.0
19,1,16,5.8,TRUNK,Bef Sch Of Commando,Does Not Have Interchange,6.0,7.0
19,1,17,6.2,TRUNK,Bef Cranwell Rd,Does Not Have Interchange,6.0,7.0
19,1,18,6.5,TRUNK,Opp Maranatha B-P Ch,Does Not Have Interchange,6.0,7.0
19,1,19,6.9,TRUNK,Aft Changi Golf Course,Does Not Have Interchange,6.0,7.0
19,1,20,7.2,TRUNK,Bef S'pore Aviation Ac,Does Not Have Interchange,6.0,7.0
19,1,21,7.8,TRUNK,Changi Beach CP 2,Does Not Have Interchange,6.0,7.0
19,1,22,8.0,TRUNK,Bef Changi Beach CP 3,Does Not Have Interchange,6.0,7.0
19,1,23,8.3,TRUNK,Changi Beach CP 4,Does Not Have Interchange,6.0,7.0
19,1,24,8.6,TRUNK,Changi Beach CP 5,Does Not Have Interchange,6.0,7.0
